Id,Datum,Thuis,Uit,Minuut,Soort,Speler
267,1957-03-17,Fortuna '54,SC Enschede,16,doelpunt,André  Ravenstein
267,1957-03-17,Fortuna '54,SC Enschede,40,doelpunt,Bram  Appel
267,1957-03-17,Fortuna '54,SC Enschede,59,doelpunt,Henny  Oonk
267,1957-03-17,Fortuna '54,SC Enschede,80,doelpunt,Bram  Appel
267,1957-03-17,Fortuna '54,SC Enschede,83,doelpunt,Jeu  Voncken
39,1956-09-09,MVV,Fortuna '54,89,doelpunt,Jo  Toennaer
302,1956-11-25,Elinkwijk,Sparta,23,doelpunt,Tinus  Bosselaar
302,1956-11-25,Elinkwijk,Sparta,29,doelpunt,Jan  Klein
302,1956-11-25,Elinkwijk,Sparta,30,doelpunt,Tinus  Bosselaar
302,1956-11-25,Elinkwijk,Sparta,66,doelpunt,Tonny van Ede
163,1957-06-02,BVV,Rapid JC,1,doelpunt,Daan  Netten
163,1957-06-02,BVV,Rapid JC,34,doelpunt,Max van Beurden
163,1957-06-02,BVV,Rapid JC,38,doelpunt,Huub  Bisschops
163,1957-06-02,BVV,Rapid JC,55,doelpunt,Bart van Engelen
40,1956-10-07,NOAD,EVV Eindhoven,46,doelpunt,Herman  Damen
40,1956-10-07,NOAD,EVV Eindhoven,88,doelpunt,Ab  Kentie
202,1956-09-30,BVC Amsterdam,BVV,7,doelpunt,Wim  Heijmans
202,1956-09-30,BVC Amsterdam,BVV,17,doelpunt,Cees  Kick
202,1956-09-30,BVC Amsterdam,BVV,67,doelpunt,Wim  Heijmans
202,1956-09-30,BVC Amsterdam,BVV,71,doelpunt,Loek  Feijen
202,1956-09-30,BVC Amsterdam,BVV,15,penalty,Han  Tolmeyer
97,1957-03-10,Willem II,VVV,20,doelpunt,Faas  Wilkes
97,1957-03-10,Willem II,VVV,39,doelpunt,Jan  Brooijmans
97,1957-03-10,Willem II,VVV,44,doelpunt,Coy  Koopal
97,1957-03-10,Willem II,VVV,46,doelpunt,Jozef  Theuws
97,1957-03-10,Willem II,VVV,60,doelpunt,Gerrit de Wit
97,1957-03-10,Willem II,VVV,71,doelpunt,Piet de Jong
97,1957-03-10,Willem II,VVV,73,doelpunt,Herman  Teeuwen
97,1957-03-10,Willem II,VVV,78,doelpunt,Jan  Brooijmans
97,1957-03-10,Willem II,VVV,58,penalty,Gerrit de Wit
254,1956-09-30,GVAV,NOAD,32,doelpunt,Alie  Kruger
254,1956-09-30,GVAV,NOAD,66,doelpunt,Piet de Koe
38,1956-11-25,PSV,VVV,38,doelpunt,Willy  Heger
249,1956-12-09,Fortuna '54,DOS,23,doelpunt,Bram  Appel
249,1956-12-09,Fortuna '54,DOS,32,doelpunt,Henk  Angenent
249,1956-12-09,Fortuna '54,DOS,56,penalty,Henk  Temming
249,1956-12-09,Fortuna '54,DOS,73,penalty,Henk  Angenent
249,1956-12-09,Fortuna '54,DOS,82,penalty,Henk  Angenent
164,1956-10-28,DOS,Feijenoord,7,doelpunt,Tonny van der Linden
164,1956-10-28,DOS,Feijenoord,30,doelpunt,Gerrit  Krommert
164,1956-10-28,DOS,Feijenoord,65,doelpunt,Dirk  Lammers
164,1956-10-28,DOS,Feijenoord,68,doelpunt,Dirk  Lammers
263,1956-10-28,GVAV,BVC Amsterdam,15,doelpunt,Leen  Corbran
263,1956-10-28,GVAV,BVC Amsterdam,48,doelpunt,Klaas  Buist
35,1957-01-06,PSV,GVAV,1,doelpunt,Johnny de Grooth
35,1957-01-06,PSV,GVAV,29,doelpunt,Coen  Dillen
35,1957-01-06,PSV,GVAV,64,doelpunt,Coen  Dillen
35,1957-01-06,PSV,GVAV,85,doelpunt,Jan van den Heuvel
35,1957-01-06,PSV,GVAV,86,doelpunt,Piet  Fransen
35,1957-01-06,PSV,GVAV,78,eigen doelpunt,Rem  Been
35,1957-01-06,PSV,GVAV,5,penalty,Piet de Koe
279,1957-03-10,Elinkwijk,Ajax,20,doelpunt,Bertus van Beek
279,1957-03-10,Elinkwijk,Ajax,73,doelpunt,Piet van der Kuil
279,1957-03-10,Elinkwijk,Ajax,78,doelpunt,Willy  Schmidt
113,1957-03-24,Willem II,Ajax,6,doelpunt,Willy  Schmidt
136,1956-12-09,SC Enschede,NOAD,8,doelpunt,Jan  Meijer
136,1956-12-09,SC Enschede,NOAD,48,doelpunt,Joop  Janssen
63,1956-12-16,NAC,SC Enschede,29,doelpunt,Abe  Lenstra
63,1956-12-16,NAC,SC Enschede,61,doelpunt,Jan van Hoogenhuizen
122,1957-01-20,Sparta,DOS,3,doelpunt,Tonny van Ede
122,1957-01-20,Sparta,DOS,11,doelpunt,Tinus  Bosselaar
122,1957-01-20,Sparta,DOS,26,doelpunt,Tinus  Bosselaar
122,1957-01-20,Sparta,DOS,40,doelpunt,Piet de Vries
122,1957-01-20,Sparta,DOS,48,doelpunt,Henk  Temming
122,1957-01-20,Sparta,DOS,72,doelpunt,Cor  Luiten
75,1957-04-14,NAC,BVV,17,doelpunt,Louis  Overbeeke
179,1956-09-30,EVV Eindhoven,Ajax,6,doelpunt,Loek den Edel
179,1956-09-30,EVV Eindhoven,Ajax,13,doelpunt,Loek den Edel
179,1956-09-30,EVV Eindhoven,Ajax,88,doelpunt,Wim  Bleijenberg
153,1957-01-27,SC Enschede,Elinkwijk,36,doelpunt,Reinier  Kreijermaat
153,1957-01-27,SC Enschede,Elinkwijk,52,doelpunt,Henny  Oonk
153,1957-01-27,SC Enschede,Elinkwijk,62,doelpunt,Abe  Lenstra
153,1957-01-27,SC Enschede,Elinkwijk,83,doelpunt,Arend van der Wel
153,1957-01-27,SC Enschede,Elinkwijk,90,doelpunt,Jan  Klein
153,1957-01-27,SC Enschede,Elinkwijk,73,eigen doelpunt,Wim  Onink
138,1957-06-02,SC Enschede,MVV,20,doelpunt,Frans  Rutten
138,1957-06-02,SC Enschede,MVV,28,doelpunt,Gerrit  Moddejonge jr.
138,1957-06-02,SC Enschede,MVV,35,doelpunt,Abe  Lenstra
138,1957-06-02,SC Enschede,MVV,44,doelpunt,Gerrit  Moddejonge jr.
138,1957-06-02,SC Enschede,MVV,50,doelpunt,Henny  Oonk
138,1957-06-02,SC Enschede,MVV,70,doelpunt,Gerrit  Moddejonge jr.
138,1957-06-02,SC Enschede,MVV,80,doelpunt,Frans  Rutten
138,1957-06-02,SC Enschede,MVV,83,doelpunt,Abe  Lenstra
138,1957-06-02,SC Enschede,MVV,88,doelpunt,Gerrit  Moddejonge jr.
133,1956-12-16,Sparta,BVV,8,doelpunt,Peet  Geel
133,1956-12-16,Sparta,BVV,14,doelpunt,Peet  Geel
133,1956-12-16,Sparta,BVV,35,doelpunt,Wim  Heijmans
133,1956-12-16,Sparta,BVV,49,doelpunt,Henk  Quaadvliet
133,1956-12-16,Sparta,BVV,68,doelpunt,Nees  Kerssens
133,1956-12-16,Sparta,BVV,81,doelpunt,Tonny van Ede
176,1957-02-03,EVV Eindhoven,DOS,34,doelpunt,Tonny van der Linden
178,1956-11-18,EVV Eindhoven,BVC Amsterdam,50,doelpunt,Loek  Feijen
178,1956-11-18,EVV Eindhoven,BVC Amsterdam,75,doelpunt,Wim  Lubse
277,1957-04-07,Elinkwijk,GVAV,7,doelpunt,Johnny de Grooth
277,1957-04-07,Elinkwijk,GVAV,22,doelpunt,Piet de Koe
277,1957-04-07,Elinkwijk,GVAV,60,doelpunt,Jan  Reitsma
277,1957-04-07,Elinkwijk,GVAV,67,doelpunt,Piet de Koe
277,1957-04-07,Elinkwijk,GVAV,85,doelpunt,Piet de Koe
124,1956-10-07,Sparta,BVC Amsterdam,7,doelpunt,Tonny van Ede
124,1956-10-07,Sparta,BVC Amsterdam,15,doelpunt,Loek  Feijen
253,1957-05-19,GVAV,PSV,9,doelpunt,Heiko  Wolda
253,1957-05-19,GVAV,PSV,21,doelpunt,Piet  Fransen
253,1957-05-19,GVAV,PSV,31,doelpunt,Toon  Brusselers
253,1957-05-19,GVAV,PSV,59,doelpunt,Coen  Dillen
253,1957-05-19,GVAV,PSV,87,doelpunt,Coen  Dillen
253,1957-05-19,GVAV,PSV,11,eigen doelpunt,Siep  Benninga
107,1956-09-02,Willem II,Feijenoord,16,doelpunt,Gerrit de Wit
107,1956-09-02,Willem II,Feijenoord,18,doelpunt,Henk  Schouten
107,1956-09-02,Willem II,Feijenoord,22,doelpunt,Coy  Koopal
107,1956-09-02,Willem II,Feijenoord,38,doelpunt,Coy  Koopal
107,1956-09-02,Willem II,Feijenoord,78,doelpunt,Cor van der Gijp
107,1956-09-02,Willem II,Feijenoord,11,penalty,Henk  Schouten
98,1956-09-30,Willem II,SC Enschede,17,doelpunt,Coy  Koopal
98,1956-09-30,Willem II,SC Enschede,25,doelpunt,Abe  Lenstra
98,1956-09-30,Willem II,SC Enschede,45,doelpunt,Coy  Koopal
98,1956-09-30,Willem II,SC Enschede,70,doelpunt,Gerrit  Moddejonge jr.
228,1956-12-23,BVC Amsterdam,DOS,31,doelpunt,Dirk  Lammers
228,1956-12-23,BVC Amsterdam,DOS,37,doelpunt,Aad  Baselaar
228,1956-12-23,BVC Amsterdam,DOS,88,doelpunt,Tonny van der Linden
72,1956-11-18,NAC,Elinkwijk,11,doelpunt,Louis  Overbeeke
72,1956-11-18,NAC,Elinkwijk,40,doelpunt,Evert-Jan  Vonk
72,1956-11-18,NAC,Elinkwijk,61,doelpunt,Louis  Overbeeke
225,1957-01-13,BVC Amsterdam,Feijenoord,1,doelpunt,Jos  Vonhof
225,1957-01-13,BVC Amsterdam,Feijenoord,5,doelpunt,Han  Tolmeyer
225,1957-01-13,BVC Amsterdam,Feijenoord,52,doelpunt,Cor van der Gijp
47,1957-01-20,NAC,Ajax,6,doelpunt,Gé van Dijk
47,1957-01-20,NAC,Ajax,37,doelpunt,Jan van Hoogenhuizen
8,1957-04-14,NOAD,SC Enschede,30,doelpunt,Ab  Kentie
8,1957-04-14,NOAD,SC Enschede,38,doelpunt,Ab  Kentie
8,1957-04-14,NOAD,SC Enschede,83,doelpunt,Arend van der Wel
8,1957-04-14,NOAD,SC Enschede,88,doelpunt,Frits  Louer
248,1956-09-30,Feijenoord,PSV,13,doelpunt,Toon  Meerman
248,1956-09-30,Feijenoord,PSV,60,doelpunt,Henk  Schouten
184,1956-10-07,DOS,Rapid JC,73,doelpunt,Dirk  Lammers
184,1956-10-07,DOS,Rapid JC,58,eigen doelpunt,Wiel  Smeets
157,1957-05-05,DOS,BVC Amsterdam,6,doelpunt,Jos  Vonhof
157,1957-05-05,DOS,BVC Amsterdam,30,doelpunt,Dirk  Lammers
157,1957-05-05,DOS,BVC Amsterdam,55,doelpunt,Dirk  Lammers
157,1957-05-05,DOS,BVC Amsterdam,56,doelpunt,Tonny van der Linden
157,1957-05-05,DOS,BVC Amsterdam,85,doelpunt,Loek  Feijen
191,1956-12-16,DOS,VVV,22,doelpunt,Tonny van der Linden
191,1956-12-16,DOS,VVV,36,doelpunt,Leo  Snijders
191,1956-12-16,DOS,VVV,56,doelpunt,Hans  Sleven
191,1956-12-16,DOS,VVV,85,doelpunt,Hans  Sleven
158,1957-05-12,DOS,Ajax,38,doelpunt,Piet  Ouderland
158,1957-05-12,DOS,Ajax,51,doelpunt,Piet van der Kuil
268,1957-03-31,GVAV,Rapid JC,36,doelpunt,Noud van Melis
268,1957-03-31,GVAV,Rapid JC,72,doelpunt,Henk  Meuken
268,1957-03-31,GVAV,Rapid JC,81,doelpunt,Huub  Hanneman
268,1957-03-31,GVAV,Rapid JC,90,doelpunt,Huub  Bisschops
91,1957-04-14,VVV,BVC Amsterdam,15,doelpunt,Hay  Lamberts
91,1957-04-14,VVV,BVC Amsterdam,18,doelpunt,Han  Tolmeyer
91,1957-04-14,VVV,BVC Amsterdam,52,doelpunt,Loek  Feijen
91,1957-04-14,VVV,BVC Amsterdam,54,doelpunt,Hay  Lamberts
91,1957-04-14,VVV,BVC Amsterdam,75,doelpunt,Jozef  Theuws
142,1956-09-30,Sparta,NAC,7,doelpunt,Louis  Overbeeke
142,1956-09-30,Sparta,NAC,10,doelpunt,Leo  Canjels
142,1956-09-30,Sparta,NAC,15,doelpunt,Wiet van der Braak
142,1956-09-30,Sparta,NAC,30,doelpunt,Louis  Overbeeke
142,1956-09-30,Sparta,NAC,75,doelpunt,Tinus  Bosselaar
131,1957-03-10,Rapid JC,NOAD,36,doelpunt,Huub  Lenz
131,1957-03-10,Rapid JC,NOAD,41,doelpunt,Jan  Meijer
131,1957-03-10,Rapid JC,NOAD,60,doelpunt,Jan  Meijer
131,1957-03-10,Rapid JC,NOAD,75,doelpunt,Jan  Meijer
182,1957-03-31,DOS,SC Enschede,40,doelpunt,Arend van der Wel
182,1957-03-31,DOS,SC Enschede,52,doelpunt,Arend van der Wel
182,1957-03-31,DOS,SC Enschede,58,doelpunt,Arend van der Wel
182,1957-03-31,DOS,SC Enschede,62,doelpunt,Gerrit  Krommert
182,1957-03-31,DOS,SC Enschede,34,eigen doelpunt,Hans  Kraaij
109,1956-12-23,Willem II,EVV Eindhoven,5,doelpunt,Jan van Roessel
109,1956-12-23,Willem II,EVV Eindhoven,6,doelpunt,Frans van Kemenade
109,1956-12-23,Willem II,EVV Eindhoven,27,doelpunt,Toon  Feijen
109,1956-12-23,Willem II,EVV Eindhoven,33,doelpunt,Jan  Brooijmans
109,1956-12-23,Willem II,EVV Eindhoven,43,doelpunt,Jan van Roessel
53,1956-09-30,MVV,DOS,9,doelpunt,Harrie  Verdonschot
53,1956-09-30,MVV,DOS,43,doelpunt,Tonny van der Linden
53,1956-09-30,MVV,DOS,50,doelpunt,Wim  Visser
53,1956-09-30,MVV,DOS,60,doelpunt,Tonny van der Linden
53,1956-09-30,MVV,DOS,82,doelpunt,Gerrit  Krommert
53,1956-09-30,MVV,DOS,86,doelpunt,Huub van der Heyden
53,1956-09-30,MVV,DOS,89,doelpunt,Piet van Dijk
285,1957-04-30,GVAV,SC Enschede,28,doelpunt,Gerrit  Moddejonge jr.
285,1957-04-30,GVAV,SC Enschede,38,doelpunt,Gerrit  Voges
285,1957-04-30,GVAV,SC Enschede,80,doelpunt,Arend van der Wel
23,1957-02-17,Rapid JC,DOS,66,doelpunt,Tonny van der Linden
23,1957-02-17,Rapid JC,DOS,71,doelpunt,Gerrit  Krommert
23,1957-02-17,Rapid JC,DOS,90,doelpunt,Cor  Luiten
269,1957-04-14,GVAV,Feijenoord,15,doelpunt,Cor van der Gijp
269,1957-04-14,GVAV,Feijenoord,35,doelpunt,Coen  Moulijn
269,1957-04-14,GVAV,Feijenoord,75,doelpunt,Klaas  Buist
269,1957-04-14,GVAV,Feijenoord,76,doelpunt,Johnny de Grooth
269,1957-04-14,GVAV,Feijenoord,78,doelpunt,Jan  Reitsma
269,1957-04-14,GVAV,Feijenoord,36,penalty,Piet de Koe
169,1957-03-10,BVV,Fortuna '54,35,doelpunt,Bram  Appel
169,1957-03-10,BVV,Fortuna '54,57,doelpunt,André  Ravenstein
169,1957-03-10,BVV,Fortuna '54,58,doelpunt,Wim  Heijmans
169,1957-03-10,BVV,Fortuna '54,84,doelpunt,Henk  Angenent
192,1956-12-16,Ajax,Fortuna '54,20,doelpunt,Bart  Carlier
192,1956-12-16,Ajax,Fortuna '54,41,eigen doelpunt,Wim  Anderiesen jr.
300,1957-02-03,Elinkwijk,PSV,1,doelpunt,Coen  Dillen
300,1957-02-03,Elinkwijk,PSV,28,doelpunt,Coen  Dillen
300,1957-02-03,Elinkwijk,PSV,43,doelpunt,Jan van den Heuvel
300,1957-02-03,Elinkwijk,PSV,53,doelpunt,Coen  Dillen
300,1957-02-03,Elinkwijk,PSV,75,doelpunt,Coen  Dillen
300,1957-02-03,Elinkwijk,PSV,85,doelpunt,Jan van den Heuvel
44,1957-04-14,MVV,Rapid JC,15,doelpunt,André  Vroemen
44,1957-04-14,MVV,Rapid JC,50,penalty,Toon  Couwenbergh
21,1957-05-05,Rapid JC,Elinkwijk,47,doelpunt,Johan  Adang
21,1957-05-05,Rapid JC,Elinkwijk,75,doelpunt,Huub  Bisschops
21,1957-05-05,Rapid JC,Elinkwijk,85,doelpunt,Eef  Westers
235,1957-06-02,Fortuna '54,GVAV,28,doelpunt,Johnny de Grooth
235,1957-06-02,Fortuna '54,GVAV,29,doelpunt,Johnny de Grooth
235,1957-06-02,Fortuna '54,GVAV,55,doelpunt,Cor van der Hart
235,1957-06-02,Fortuna '54,GVAV,75,doelpunt,Henk  Angenent
235,1957-06-02,Fortuna '54,GVAV,87,doelpunt,Wim  Huis
55,1956-12-02,MVV,BVC Amsterdam,6,doelpunt,André  Vroemen
55,1956-12-02,MVV,BVC Amsterdam,74,doelpunt,Frans  Rutten
116,1957-04-30,Sparta,MVV,58,doelpunt,Frans  Rutten
116,1957-04-30,Sparta,MVV,83,doelpunt,Wim van der Gijp
116,1957-04-30,Sparta,MVV,84,doelpunt,Tonny van Ede
116,1957-04-30,Sparta,MVV,88,doelpunt,Frans  Rutten
116,1957-04-30,Sparta,MVV,89,doelpunt,Tonny van Ede
229,1957-03-24,BVV,DOS,7,doelpunt,Max van Beurden
229,1957-03-24,BVV,DOS,24,doelpunt,Max van Beurden
229,1957-03-24,BVV,DOS,60,doelpunt,Nees  Kerssens
229,1957-03-24,BVV,DOS,90,doelpunt,Nees  Kerssens
266,1957-04-07,Fortuna '54,VVV,2,doelpunt,Bart  Carlier
266,1957-04-07,Fortuna '54,VVV,18,doelpunt,Bram  Appel
266,1957-04-07,Fortuna '54,VVV,27,doelpunt,Henk  Angenent
266,1957-04-07,Fortuna '54,VVV,47,doelpunt,Faas  Wilkes
46,1956-10-21,MVV,NOAD,13,doelpunt,Frans  Rutten
46,1956-10-21,MVV,NOAD,30,doelpunt,Frans  Rutten
46,1956-10-21,MVV,NOAD,87,eigen doelpunt,Jo  Walhout
159,1956-09-23,BVV,Willem II,25,doelpunt,Piet van Overbeek
159,1956-09-23,BVV,Willem II,32,doelpunt,Max van Beurden
159,1956-09-23,BVV,Willem II,52,doelpunt,Mari van Bergen
159,1956-09-23,BVV,Willem II,60,doelpunt,Jan van Roessel
159,1956-09-23,BVV,Willem II,80,doelpunt,Jan  Brooijmans
10,1956-10-28,NOAD,Rapid JC,16,doelpunt,Tini van Osch
10,1956-10-28,NOAD,Rapid JC,31,doelpunt,Frits  Louer
10,1956-10-28,NOAD,Rapid JC,57,doelpunt,Huub  Bisschops
10,1956-10-28,NOAD,Rapid JC,68,doelpunt,Herman  Damen
10,1956-10-28,NOAD,Rapid JC,87,doelpunt,Huub  Hanneman
59,1956-09-02,NOAD,BVC Amsterdam,30,doelpunt,Henk van der Sluis
59,1956-09-02,NOAD,BVC Amsterdam,60,doelpunt,Jan  Meijer
59,1956-09-02,NOAD,BVC Amsterdam,65,doelpunt,Henk van der Sluis
59,1956-09-02,NOAD,BVC Amsterdam,90,doelpunt,Cees  Kick
5,1956-12-09,PSV,Ajax,4,doelpunt,Willy  Schmidt
5,1956-12-09,PSV,Ajax,53,doelpunt,Piet  Fransen
5,1956-12-09,PSV,Ajax,58,doelpunt,Wim  Bleijenberg
5,1956-12-09,PSV,Ajax,77,doelpunt,Willy  Schmidt
5,1956-12-09,PSV,Ajax,84,doelpunt,Piet  Fransen
56,1957-02-17,MVV,Ajax,6,doelpunt,Piet van der Kuil
56,1957-02-17,MVV,Ajax,35,doelpunt,Albert  Ummels
219,1956-11-18,Ajax,Willem II,15,doelpunt,Rinus  Michels
219,1956-11-18,Ajax,Willem II,57,doelpunt,Klaas  Bakker
219,1956-11-18,Ajax,Willem II,62,doelpunt,Piet  Ouderland
219,1956-11-18,Ajax,Willem II,65,doelpunt,Rinus  Michels
219,1956-11-18,Ajax,Willem II,86,doelpunt,Wim  Bleijenberg
117,1957-02-24,Sparta,GVAV,40,doelpunt,Rikkert  La Crois
117,1957-02-24,Sparta,GVAV,60,doelpunt,Tinus  Bosselaar
117,1957-02-24,Sparta,GVAV,62,doelpunt,Wim van der Gijp
117,1957-02-24,Sparta,GVAV,74,eigen doelpunt,Rinus  Terlouw
282,1957-02-17,EVV Eindhoven,NOAD,31,doelpunt,Huub  Tielens
282,1957-02-17,EVV Eindhoven,NOAD,41,doelpunt,Sjaak  Verspeek
282,1957-02-17,EVV Eindhoven,NOAD,50,doelpunt,Sjaak  Verspeek
282,1957-02-17,EVV Eindhoven,NOAD,53,doelpunt,Tini van Osch
37,1957-02-10,PSV,Feijenoord,40,doelpunt,Coen  Dillen
37,1957-02-10,PSV,Feijenoord,52,doelpunt,Piet  Fransen
37,1957-02-10,PSV,Feijenoord,60,doelpunt,Cor van der Gijp
37,1957-02-10,PSV,Feijenoord,30,penalty,Coen  Dillen
215,1956-12-09,BVC Amsterdam,VVV,18,doelpunt,Faas  Wilkes
215,1956-12-09,BVC Amsterdam,VVV,19,doelpunt,Jos  Vonhof
215,1956-12-09,BVC Amsterdam,VVV,36,doelpunt,Jos  Vonhof
215,1956-12-09,BVC Amsterdam,VVV,59,doelpunt,Aad  Baselaar
215,1956-12-09,BVC Amsterdam,VVV,63,doelpunt,Han  Tolmeyer
143,1957-01-06,SC Enschede,EVV Eindhoven,20,doelpunt,Gerrit  Voges
143,1957-01-06,SC Enschede,EVV Eindhoven,30,doelpunt,Henny  Oonk
143,1957-01-06,SC Enschede,EVV Eindhoven,44,doelpunt,Wim  Lubse
143,1957-01-06,SC Enschede,EVV Eindhoven,55,doelpunt,Arend van der Wel
143,1957-01-06,SC Enschede,EVV Eindhoven,60,doelpunt,Arend van der Wel
143,1957-01-06,SC Enschede,EVV Eindhoven,69,doelpunt,Arend van der Wel
143,1957-01-06,SC Enschede,EVV Eindhoven,88,doelpunt,Henny  Oonk
217,1957-02-17,BVC Amsterdam,Sparta,25,doelpunt,Piet de Vries
